years_experience,education_level,job_category,company_size,salary,num_employees
2,Bachelor,Data Analyst,Medium,43659,1301
14,MBA,Data Analyst,Small,77563,397
13,Master,Software Developer,Small,55723,212
6,PhD,Data Scientist,Large,62730,6398
9,PhD,Data Scientist,Medium,57643,1996
13,Bachelor,Business Analyst,Medium,46238,949
9,MBA,Data Scientist,Medium,69884,924
13,Bachelor,Business Analyst,Medium,53754,1008
5,Master,Project Manager,Large,46295,5710
14,MBA,Software Developer,Small,71646,420
5,Master,Data Analyst,Small,46619,147
9,Bachelor,Data Analyst,Medium,49387,1193
8,PhD,Project Manager,Large,60230,6600
7,Master,Business Analyst,Small,52720,425
8,MBA,QA Engineer,Medium,64352,850
3,Bachelor,Project Manager,Medium,38715,901
15,Bachelor,Business Analyst,Large,53997,4763
8,Bachelor,Project Manager,Large,41442,7672
1,PhD,Software Developer,Large,43838,2343
7,Bachelor,Project Manager,Medium,50349,1475
19,Bachelor,Project Manager,Large,58716,2033
2,PhD,Data Scientist,Medium,46053,961
14,Bachelor,Business Analyst,Small,49779,83
18,Bachelor,Software Developer,Medium,54939,1825
15,Master,Data Analyst,Medium,61591,1287
14,Bachelor,QA Engineer,Small,59615,162
19,PhD,QA Engineer,Large,68742,4094
19,Master,Business Analyst,Large,54155,6627
17,Bachelor,Project Manager,Medium,58045,1399
19,PhD,Data Scientist,Medium,63434,510
16,MBA,Project Manager,Small,73073,214
20,Bachelor,Business Analyst,Large,67635,2860
19,MBA,QA Engineer,Small,71779,449
1,Master,QA Engineer,Medium,38912,1273
19,PhD,Project Manager,Medium,65253,1882
7,Master,Project Manager,Small,42403,279
11,MBA,Project Manager,Small,66261,237
5,MBA,Data Analyst,Large,60657,3295
17,MBA,Data Scientist,Small,82181,157
11,PhD,Data Scientist,Large,58607,9143
8,MBA,QA Engineer,Large,68120,3457
10,MBA,QA Engineer,Small,76533,258
12,PhD,Business Analyst,Small,72265,328
10,MBA,Business Analyst,Large,65004,7737
13,Bachelor,Data Analyst,Small,59465,444
18,MBA,QA Engineer,Large,80432,5464
10,PhD,Business Analyst,Large,66226,4411
19,MBA,Data Analyst,Medium,73334,741
20,PhD,Data Scientist,Large,70158,2945
17,MBA,QA Engineer,Medium,78447,1146
20,Bachelor,Software Developer,Small,52540,164
16,PhD,QA Engineer,Large,63840,2691
5,PhD,Business Analyst,Large,47828,8530
3,PhD,QA Engineer,Small,49642,83
15,PhD,Software Developer,Small,64821,107
2,MBA,QA Engineer,Small,72369,138
13,MBA,Business Analyst,Large,72927,9625
8,Bachelor,Data Scientist,Small,38358,353
17,Bachelor,Business Analyst,Small,57200,121
4,MBA,Data Analyst,Medium,48081,1568
19,Master,Business Analyst,Medium,67702,529
9,PhD,Data Analyst,Large,63074,9847
15,MBA,QA Engineer,Small,66805,117
9,Bachelor,Data Analyst,Small,48961,183
9,PhD,Project Manager,Medium,57421,1885
14,Bachelor,QA Engineer,Large,48857,5584
16,Master,Data Analyst,Small,67529,137
17,PhD,Business Analyst,Large,65952,7558
13,Master,Software Developer,Medium,58162,1039
9,Master,QA Engineer,Small,50066,261
15,Master,Data Analyst,Medium,65899,857
7,MBA,Software Developer,Medium,63087,1652
1,Bachelor,Data Analyst,Medium,33903,843
1,PhD,Data Analyst,Small,49161,308
5,MBA,Data Analyst,Large,55521,3286
9,Bachelor,Business Analyst,Small,56418,410
12,MBA,Data Analyst,Medium,77809,1839
6,Bachelor,Software Developer,Large,42133,6318
13,PhD,Project Manager,Medium,59717,931
8,PhD,Data Analyst,Small,55192,363
15,PhD,Project Manager,Large,60339,8376
6,PhD,Data Scientist,Small,52172,72
6,Bachelor,QA Engineer,Large,40374,4956
4,MBA,Business Analyst,Medium,54770,527
11,PhD,Data Scientist,Medium,66745,682
18,PhD,Data Scientist,Medium,69042,836
3,PhD,Software Developer,Small,54126,234
3,Master,Software Developer,Small,43023,132
12,PhD,Project Manager,Medium,56889,587
6,PhD,Project Manager,Medium,52631,1298
6,Bachelor,Business Analyst,Large,40064,2505
8,Master,Business Analyst,Large,55383,2823
15,Bachelor,QA Engineer,Small,60573,178
18,MBA,Data Analyst,Large,71207,3813
20,Master,Business Analyst,Small,64284,308
16,Bachelor,Business Analyst,Small,55028,328
6,Bachelor,Project Manager,Large,40442,2527
17,MBA,Data Analyst,Large,74474,5349
9,MBA,QA Engineer,Large,66836,8405
19,PhD,Software Developer,Medium,64638,1966
18,PhD,QA Engineer,Medium,70385,925
5,Master,Data Analyst,Large,48750,2116
6,Master,Software Developer,Medium,42047,1203
12,MBA,Software Developer,Small,77399,50
11,Master,Software Developer,Medium,53622,1165
16,PhD,QA Engineer,Medium,73991,735
20,MBA,Project Manager,Medium,80855,1534
17,Bachelor,Data Analyst,Small,56327,416
20,MBA,QA Engineer,Small,84928,54
9,Master,QA Engineer,Large,53258,2749
1,PhD,Data Scientist,Medium,42986,1943
3,PhD,Business Analyst,Medium,52051,1808
9,Bachelor,QA Engineer,Small,49066,205
19,Bachelor,Data Scientist,Medium,55483,1870
13,MBA,Project Manager,Small,77979,118
14,PhD,Project Manager,Medium,63596,1423
20,Bachelor,Data Analyst,Large,60866,8144
19,Bachelor,Data Scientist,Small,58364,132
7,MBA,QA Engineer,Small,69077,349
4,MBA,Data Analyst,Small,64925,446
12,PhD,Data Scientist,Medium,61767,910
14,Master,QA Engineer,Large,53625,2001
2,Master,Data Analyst,Small,37264,249
1,PhD,Data Analyst,Large,47300,9898
18,Master,Business Analyst,Small,62977,130
20,PhD,Project Manager,Large,71105,7579
8,PhD,QA Engineer,Medium,56236,766
3,Bachelor,Business Analyst,Medium,35635,1184
6,Master,Data Analyst,Large,40660,6165
13,PhD,Data Analyst,Large,63036,6289
9,Master,Data Scientist,Medium,46450,1723
9,Master,Business Analyst,Large,51848,9204
20,MBA,Software Developer,Large,81339,7833
9,Master,QA Engineer,Large,57796,9184
15,PhD,Project Manager,Small,63339,330
13,Bachelor,Business Analyst,Large,44747,5728
16,Master,Data Analyst,Small,58471,125
2,PhD,Data Scientist,Medium,50867,1451
14,MBA,QA Engineer,Medium,78689,1188
6,Master,Project Manager,Medium,53537,1320
2,Bachelor,QA Engineer,Large,37241,2005
8,Master,Data Scientist,Medium,48875,862
4,PhD,Data Analyst,Small,46407,287
14,Master,Project Manager,Small,55439,334
11,Master,Software Developer,Large,56318,3408
14,MBA,Data Scientist,Small,78956,284
12,Master,Software Developer,Small,58430,424
16,Bachelor,Business Analyst,Medium,51809,823
6,Master,QA Engineer,Small,41005,434
20,MBA,Project Manager,Medium,81003,1959
1,PhD,Data Analyst,Medium,47083,1644
12,Master,Software Developer,Small,57902,499
7,Master,Data Analyst,Small,45133,339
8,MBA,Business Analyst,Large,73727,3235
9,MBA,Software Developer,Large,64435,8929
2,MBA,Data Analyst,Small,66110,108
17,Master,Data Analyst,Medium,64733,1727
20,Bachelor,Business Analyst,Medium,62632,1171
13,MBA,Data Scientist,Large,66214,5720
5,PhD,Project Manager,Medium,47372,686
10,Master,Business Analyst,Large,51970,2543
12,PhD,Software Developer,Medium,56072,1215
17,PhD,Software Developer,Small,73144,274
6,Bachelor,QA Engineer,Small,47680,498
3,PhD,Data Analyst,Medium,53434,1254
15,MBA,Project Manager,Large,70841,3168
7,MBA,Software Developer,Small,68907,251
6,Master,Data Scientist,Large,47708,8546
4,Bachelor,Data Scientist,Small,36819,259
19,Bachelor,Business Analyst,Medium,57462,1323
5,PhD,Software Developer,Small,53569,71
3,Bachelor,Project Manager,Medium,41633,1420
9,PhD,Project Manager,Large,64597,5574
6,PhD,Software Developer,Small,46561,230
13,Bachelor,QA Engineer,Large,60389,6144
20,Master,QA Engineer,Large,65930,6236
4,PhD,QA Engineer,Medium,54370,583
2,MBA,Software Developer,Large,60725,5584
4,MBA,Business Analyst,Small,61871,80
8,Bachelor,Project Manager,Medium,49052,805
13,Bachelor,Business Analyst,Medium,67028,733
10,PhD,Business Analyst,Medium,69375,1530
18,PhD,Business Analyst,Large,68991,6972
9,MBA,Data Scientist,Small,75449,371
1,PhD,Software Developer,Small,52828,264
13,MBA,Data Analyst,Small,65606,308
18,PhD,Software Developer,Medium,63408,1126
15,Master,Business Analyst,Medium,58717,1017
2,Master,Data Scientist,Small,49136,223
11,MBA,Data Scientist,Large,69501,5621
14,Master,Software Developer,Medium,63471,710
15,Master,Data Analyst,Small,63653,477
14,Bachelor,Business Analyst,Large,55165,8891
16,PhD,Data Scientist,Medium,66044,1157
15,Bachelor,Business Analyst,Medium,51592,1246
19,MBA,Business Analyst,Medium,76881,1122
9,Bachelor,Project Manager,Small,50618,426
5,MBA,Business Analyst,Medium,62490,1176
5,Master,QA Engineer,Medium,47211,1789
11,Bachelor,Project Manager,Large,45842,2037
20,Master,Business Analyst,Small,70714,393
4,PhD,Business Analyst,Large,56956,4595
20,Master,Data Analyst,Medium,78754,1477
18,PhD,Project Manager,Small,70320,266
3,Master,Project Manager,Small,53276,218
4,Bachelor,Data Analyst,Medium,39000,520
14,Bachelor,QA Engineer,Small,45518,62
7,Master,Project Manager,Small,45396,59
8,MBA,QA Engineer,Large,69703,9369
16,MBA,Business Analyst,Small,68855,111
20,PhD,Data Scientist,Small,71078,439
15,PhD,Data Scientist,Large,67730,2610
7,Master,Software Developer,Medium,53604,1449
17,Bachelor,Data Scientist,Large,51523,4841
12,PhD,Data Scientist,Medium,66415,1506
18,Master,Data Analyst,Medium,61394,753
14,PhD,Software Developer,Medium,69479,1302
15,Bachelor,Software Developer,Large,57334,2303
15,PhD,Data Analyst,Medium,63773,1379
5,Master,Data Scientist,Large,41608,4912
16,PhD,Data Scientist,Large,72085,2167
5,MBA,Software Developer,Medium,57017,597
2,PhD,Data Scientist,Medium,50709,732
20,Bachelor,Software Developer,Large,58762,7831
9,Bachelor,Data Scientist,Large,42128,3206
9,Bachelor,Business Analyst,Medium,43451,957
4,Bachelor,Data Analyst,Medium,39664,600
15,Master,Project Manager,Medium,57602,1675
11,PhD,QA Engineer,Large,61466,4451
1,PhD,Business Analyst,Large,47283,3276
18,PhD,Data Scientist,Large,75051,8145
1,PhD,QA Engineer,Medium,55756,1480
8,Master,Project Manager,Small,46559,483
16,Bachelor,Business Analyst,Small,51931,472
18,PhD,Project Manager,Small,70386,476
9,PhD,Data Analyst,Small,56167,390
12,Bachelor,QA Engineer,Small,48850,347
19,MBA,Project Manager,Large,77841,6607
18,MBA,QA Engineer,Medium,72770,1237
5,Bachelor,Data Analyst,Medium,40001,1266
2,PhD,Project Manager,Medium,44451,1306
7,Bachelor,Business Analyst,Medium,44506,1820
10,PhD,QA Engineer,Medium,72285,1171
15,PhD,Project Manager,Small,62808,428
7,MBA,Data Analyst,Medium,58984,1019
5,MBA,Project Manager,Medium,52577,517
15,PhD,Project Manager,Small,64265,345
20,PhD,Business Analyst,Medium,70049,1197
20,PhD,Data Scientist,Small,69546,438
15,MBA,Software Developer,Small,82426,274
10,PhD,Data Scientist,Large,60520,6006
14,Bachelor,Data Scientist,Medium,58905,1140
10,Master,Software Developer,Medium,57821,674
17,Master,Project Manager,Medium,55558,1348
14,PhD,Data Scientist,Small,69742,116
2,Bachelor,Data Scientist,Large,38055,4523
16,PhD,Data Analyst,Medium,60384,1074
13,Bachelor,Data Analyst,Small,48039,366
9,MBA,Business Analyst,Small,72583,64
7,MBA,QA Engineer,Small,63397,443
16,PhD,Project Manager,Small,65007,50
10,MBA,Business Analyst,Large,72513,5420
9,PhD,Data Analyst,Large,65425,9668
7,Master,Data Analyst,Small,51473,368
16,Bachelor,Software Developer,Medium,53559,1413
9,Bachelor,Software Developer,Large,52466,3113
17,Master,Data Analyst,Medium,52100,1927
20,Master,Data Scientist,Medium,65604,525
7,Master,Business Analyst,Large,54671,6039
11,Master,Data Analyst,Medium,60268,613
8,MBA,Project Manager,Large,74397,6189
7,Bachelor,Data Analyst,Large,50645,9484
19,Bachelor,Software Developer,Medium,60466,1745
20,Master,Business Analyst,Medium,60620,1624
12,PhD,Business Analyst,Small,61277,379
7,PhD,QA Engineer,Large,55319,2883
8,PhD,Data Analyst,Medium,53494,846
7,PhD,QA Engineer,Large,41979,7561
6,MBA,Software Developer,Small,63344,321
9,Bachelor,QA Engineer,Small,41975,400
13,Bachelor,Data Scientist,Small,52606,77
7,Bachelor,Data Analyst,Small,37972,86
8,PhD,Data Analyst,Small,50581,396
17,Master,Business Analyst,Small,58745,103
17,PhD,QA Engineer,Small,73027,168
16,Bachelor,Business Analyst,Small,56078,444
2,PhD,Project Manager,Large,53402,7432
8,Master,QA Engineer,Medium,45446,1946
17,Master,QA Engineer,Large,61900,6160
13,PhD,Software Developer,Large,59159,3435
18,Bachelor,QA Engineer,Medium,63476,522
10,MBA,Business Analyst,Medium,74054,845
2,Bachelor,Project Manager,Small,35689,262
2,MBA,QA Engineer,Medium,66217,1528
14,Bachelor,QA Engineer,Large,51965,7725
16,PhD,Data Analyst,Small,75209,342
7,MBA,Data Analyst,Large,58516,7644
12,Bachelor,Project Manager,Medium,44548,513
14,PhD,Data Analyst,Large,67571,3768
4,Bachelor,Data Scientist,Large,36726,4992
4,Master,Data Analyst,Small,47842,471
18,Master,Data Scientist,Small,57467,298
3,Bachelor,Project Manager,Large,33394,4708
1,PhD,Data Scientist,Medium,54009,1622
17,Bachelor,Project Manager,Small,66727,467
7,PhD,Business Analyst,Large,55713,8716
16,MBA,Data Analyst,Small,78413,199
5,Master,QA Engineer,Small,46103,488
19,MBA,Software Developer,Medium,81901,755
7,PhD,QA Engineer,Large,40517,5540
14,Bachelor,Data Analyst,Large,49865,7671
2,Master,QA Engineer,Large,53330,5466
3,PhD,Data Analyst,Large,53642,2602
17,PhD,Data Analyst,Large,68109,9364
16,Master,QA Engineer,Small,63153,181
8,Bachelor,Data Scientist,Small,50171,93
18,Master,Business Analyst,Small,51861,182
15,Bachelor,Business Analyst,Small,52640,304
7,Bachelor,Business Analyst,Medium,38118,1128
9,PhD,Business Analyst,Medium,69533,1235
6,Bachelor,Software Developer,Large,35649,4060
18,Bachelor,Project Manager,Medium,56694,928
18,Master,Data Analyst,Small,65714,257
14,Master,Software Developer,Small,60916,233
14,Bachelor,Business Analyst,Small,47433,452
14,PhD,Business Analyst,Small,59734,64
4,Master,QA Engineer,Small,41939,356
4,MBA,Business Analyst,Large,58260,8347
15,PhD,Data Analyst,Large,63843,2935
15,Master,Business Analyst,Small,62297,202
18,Master,Business Analyst,Large,59599,9712
14,MBA,Software Developer,Medium,74289,951
1,Bachelor,Data Analyst,Medium,33823,1033
10,Master,Data Scientist,Small,55254,253
20,MBA,QA Engineer,Large,81554,5165
10,MBA,Data Scientist,Small,66400,411
10,Master,Project Manager,Large,48769,6546
2,PhD,Software Developer,Small,47700,121
8,Master,Business Analyst,Small,46635,230
1,MBA,QA Engineer,Small,57544,116
1,Master,Project Manager,Medium,46199,1636
4,PhD,Project Manager,Large,55265,3583
7,Bachelor,Data Analyst,Large,48529,7078
9,Bachelor,QA Engineer,Medium,41553,827
16,Master,Project Manager,Medium,60035,929
5,Master,Software Developer,Large,43648,6574
2,MBA,Business Analyst,Large,58662,2645
11,PhD,Software Developer,Small,64312,221
18,MBA,Project Manager,Small,75288,343
19,MBA,Data Analyst,Large,70910,3354
13,Bachelor,Data Scientist,Large,46527,8436
11,MBA,Business Analyst,Small,59013,238
20,MBA,Business Analyst,Medium,80141,700
19,Bachelor,Software Developer,Large,56653,9974
17,Bachelor,Software Developer,Large,53467,7806
5,PhD,Software Developer,Medium,46663,1453
13,PhD,Project Manager,Medium,60693,607
20,PhD,Business Analyst,Medium,71335,911
1,Master,Software Developer,Large,41025,9404
10,Bachelor,QA Engineer,Large,52526,6004
8,Master,Project Manager,Large,46283,7542
8,Master,Project Manager,Small,50387,118
19,PhD,QA Engineer,Medium,76326,628
6,Bachelor,QA Engineer,Medium,48216,642
12,Master,Project Manager,Small,60013,95
7,MBA,Business Analyst,Small,63317,152
16,MBA,Software Developer,Small,74662,288
9,Bachelor,Data Analyst,Small,45539,161
10,Master,Software Developer,Medium,56292,1402
10,PhD,Business Analyst,Small,55124,365
10,Master,QA Engineer,Small,56268,81
20,MBA,Business Analyst,Medium,75239,1924
16,MBA,Software Developer,Medium,78275,1983
1,PhD,Business Analyst,Medium,52420,1834
17,Bachelor,Data Analyst,Medium,60733,618
14,Master,Business Analyst,Large,60773,8514
19,MBA,Data Scientist,Large,80958,2645
17,Master,Business Analyst,Large,72201,2657
14,PhD,Software Developer,Large,58169,7056
8,PhD,Data Scientist,Medium,64459,1744
9,Bachelor,QA Engineer,Large,55772,3233
8,PhD,Software Developer,Small,55818,301
13,Bachelor,Project Manager,Small,56367,456
17,Master,Data Analyst,Small,69944,452
19,MBA,Business Analyst,Large,78547,9603
7,MBA,Business Analyst,Large,63862,3546
17,Bachelor,Software Developer,Small,52315,76
1,MBA,Business Analyst,Large,68820,9401
5,Bachelor,Business Analyst,Medium,48277,1537
6,Bachelor,QA Engineer,Large,38517,4244
2,Master,Business Analyst,Small,47320,339
16,Master,Business Analyst,Small,59116,371
5,PhD,QA Engineer,Large,46502,8167
5,Bachelor,Project Manager,Large,56410,5137
12,Master,Business Analyst,Small,51093,166
3,Bachelor,Project Manager,Small,37683,358
16,Bachelor,QA Engineer,Large,54248,9919
6,Bachelor,Data Analyst,Large,40834,2802
15,Master,Business Analyst,Small,58689,186
15,Bachelor,Software Developer,Small,59323,208
16,Bachelor,Data Scientist,Small,53942,361
20,PhD,Data Analyst,Small,75182,401
13,Bachelor,Business Analyst,Small,52408,425
12,PhD,Software Developer,Small,56380,123
10,Bachelor,Data Scientist,Small,50557,469
14,PhD,QA Engineer,Large,64283,3249
2,Master,Business Analyst,Medium,34307,616
3,Master,Project Manager,Medium,38707,1579
9,MBA,Project Manager,Large,70773,2361
11,Bachelor,QA Engineer,Medium,61628,1427
11,MBA,Data Analyst,Large,70027,4561
10,MBA,Project Manager,Large,52710,5315
14,PhD,Data Scientist,Large,66992,4699
9,Master,Project Manager,Large,43999,8401
20,Bachelor,Data Scientist,Medium,57852,624
10,Bachelor,Project Manager,Large,57505,3006
9,PhD,QA Engineer,Small,55196,458
5,MBA,QA Engineer,Large,64407,8065
8,PhD,Project Manager,Medium,57452,524
11,MBA,Data Analyst,Medium,70534,907
1,Bachelor,Software Developer,Medium,28872,1408
10,PhD,Project Manager,Medium,61333,592
1,MBA,Business Analyst,Small,63425,434
7,PhD,Software Developer,Large,49923,3826
14,Master,Project Manager,Small,64161,263
5,PhD,Data Scientist,Large,49394,5932
17,Bachelor,Business Analyst,Large,61214,8916
6,PhD,Data Analyst,Small,51317,438
16,Bachelor,Software Developer,Small,49830,100
11,Bachelor,Software Developer,Medium,52463,657
10,PhD,Business Analyst,Large,62158,4410
15,PhD,Data Analyst,Large,58596,6211
7,PhD,Project Manager,Large,61432,8250
2,Master,Data Analyst,Large,36970,6666
12,Master,Project Manager,Large,53185,6256
19,MBA,Software Developer,Large,79847,4229
12,PhD,Project Manager,Medium,58570,1742
16,MBA,Software Developer,Large,79505,6710
6,MBA,QA Engineer,Medium,66159,640
3,Bachelor,Business Analyst,Large,39544,9884
2,MBA,Data Analyst,Large,46963,6382
20,PhD,Data Scientist,Small,78216,210
