id,title,release_year,duration,rating,director_id,actor_ids,genre_ids,plot,budget,revenue
5830,"""Omen, The""",2006,138,2.3,240,1140;1984;61,3;8,Choose social almost PM during under feeling story.,14311122,56381843
5831,Tom and Jerry: Shiver Me Whiskers,2006,125,5.0,175,1523;705;1135;314;573;1389;23;522;1276;1326;982,13;11;14,Worry often third them school. Some feeling science.,16277922,39353154
5832,High Heels and Low Lifes,2001,142,3.0,248,1437;991;361;583;13;68;472;120,5;14;15;12,North policy development investment position. Would citizen investment nature follow four entire region. Side because crime chair itself ever base.,38074110,180227197
5833,Double Dragon,1994,141,1.0,101,748;132;1528;1610,5;10,Figure theory best away quickly government world. Student force day you economy really. Drive party know camera throw.,40757891,18785225
5834,"""Three Faces of Eve, The""",1957,116,4.0,266,189;916;711;1207;1143;1246;891;364;1583,12,Here item whether amount score send. Ball bar remain win rule not again.,25949532,79014956
5835,Act of Valor,2012,132,3.8,77,1250;622;1297;1904;958;858;540,5;8;17,Mean century cup nation move. Teach than arrive at reason tell return.,28617827,62401883
5836,"""Emperor and the Assassin, The (Jing ke ci qin wang)""",1999,134,3.7,330,1249;553;1207;1976,12,Suggest man lot quickly. Foot join everybody two really professor country option. Senior do his.,10235921,46504590
5837,Mountains of the Moon,1990,79,3.0,431,1769;1036;1909;433;370;743;154;1226,1;2;0;16;13,Improve either any. Body glass into understand wish. Far too listen.,103533882,200050414
5838,Kurt Cobain: Montage of Heck,2015,140,3.0,440,475;434;537;1909;1275;1710;274;296;907,1,Fight force trouble something see outside. Time outside level responsibility.,34755223,87550200
5839,Tie Xi Qu: West of the Tracks (Tiexi qu),2003,131,4.0,470,1428;1556;969;112;1088;670;1182;626;1741;1390,1,Or herself dream become. Bar side staff value TV food treatment. Environment level already fact. Yourself so loss character memory more put they.,54246785,81736547
5840,Beaches,1988,140,2.9,84,1036;352;480;1263;1349;1522;738;1518;759,14;12;16,Design increase public produce fine choice concern if. Do dark performance man form. Each mission along analysis.,8166323,16267349
5841,Kika,1993,136,2.0,135,1421;569;524;1102;1613;372,14;12,Year wind year newspaper will. By by will begin such fall financial. Write population everything provide performance.,65333637,175824791
5842,"""Endurance: Shackleton's Legendary Antarctic Expedition, The""",2000,112,3.5,46,1070;1297;8;240;247;641,1,Form security program.,59216322,58976533
5843,All the King's Men,2006,155,3.0,331,977;830;1232;566;1594;204;1376;1977,12,Choose work light special. Sort assume lay even. Spend gas threat individual will truth.,22193923,0
5844,"""Pest, The""",1997,96,2.0,189,431;1275;1117;1562,14,Company learn rock best. Stock maybe boy as court play.,25232505,55757222
5845,Daria: Is It Fall Yet?,2000,159,4.0,457,754;1650;1999;508;321;1854;1915;419,13;14,Early paper site process check. Newspaper middle boy better garden billion parent.,8550502,17607136
5846,St. Vincent,2014,98,3.2,240,28;1032;1552;441;1248;1013;496;240,14,Suggest theory would. Majority gun kind for. Each participant less hard really design bit.,14758727,66797379
5847,Boniface's Holiday,1965,97,2.0,236,1837;341;1670;654;306;1395;1469;451,13;11;14;0,Floor scientist decision staff really particularly world maybe.,43446568,112498850
5848,"""Rewrite, The""",2014,119,3.5,75,480;514;1430;296;196;1512;418,14;0,Finish kid white international probably between before offer. Region them war institution. Fill home beat TV cup indicate. People question consumer magazine expect green back.,40606415,10556426
5849,Happy Feet,2006,153,2.7,291,1633;1519;988;1621;1179;1814;885;667,13;11;14;6,Practice buy nothing red choice. A think door lay much.,165560210,342818415
5850,"""Vow, The""",2012,168,2.7,482,339;1129;13;1005;404;1815;456;765;38,12;0,During contain know apply exactly center power. Agree bag establish debate. Agent on source.,16207295,42149469
5851,Gnomeo & Juliet,2011,148,3.0,6,1452;530;1754;1414;667;1579;1475;1071;90,13;11;14;9;0,A it goal manage address moment. Body cover speech better green. Century against whose.,15263814,0
5852,Ali,2001,87,3.0,457,1601;1061;349;1255;1827;599;85,12,Old business method brother.,189675744,228836771
5853,Born Yesterday,1950,116,4.3,243,326;1063;776;383;748;1504;711;1068;902;1532;368,14,Like heavy five improve manage my. Space return free sign hold they.,7938508,27169614
5854,Nicotina,2003,104,3.0,295,1776;1500;1534;925;47;1569,5;14;12,Song hour student everything. Company several list ever four energy.,14779283,36198611
5855,"""Philadelphia Experiment, The""",1984,98,3.5,219,1290;1310;739;1779;1037,12;10,Doctor onto cultural sit. Young Democrat gun purpose north.,20204536,82905563
5856,Legend No. 17,2013,128,4.5,487,1482;445;779;39;1072;123;752;721;1102;272,12,Loss through worry real analysis fire member. Focus culture song fight. Threat knowledge bank arm family staff.,27523267,63917202
5857,Coming Home,1978,112,3.3,423,856;294;1547;415;1919,12;17,Mr friend north catch go raise why. Voice camera anything rather read well. His remain all shoulder claim nice.,177796877,138995251
5858,Bob le Flambeur,1955,124,3.3,361,1990;837;942;764,15;12,Foot group stock. Have establish floor full rule. Mr his tell less less successful ground.,27099492,95204411
5859,Cargo,2009,142,3.5,434,130;172;757,10,Only project and leader method. Perhaps around receive eye debate.,23393790,56987266
5860,Mulan II,2004,126,2.5,101,1302;1927;920;1530;50,5;13;11;14;16,College Mrs official end.,2490162,0
5861,Why Stop Now,2012,107,1.5,397,1711;615;1570;195;1698;1852,14;12,Who human southern just those of. Sometimes name eat major try suffer. A various field break entire child model even.,13775487,2769924
5862,Monument Ave.,1998,134,2.5,447,1919;1931;908;976;1894;691;1550,5;15;12,Forget life since but option of son career. Above material check job wait. Road pretty and relationship.,24206177,40616952
5863,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),2004,94,2.2,194,1043;1426;1383;863;433;1507;998;183;484;900;1208,5;13;12;10;8,Financial court yet. Try cell everybody turn something explain.,23102586,0
5864,Zombie Strippers!,2008,116,0.5,300,967;16;1075;63;1764;1656;1413;1988;1739;681;508,14;3,Near throughout this generation across range left style. Lot set task already cold state exactly. Pull pick them baby no.,25730398,60797649
5865,"""400 Blows, The (Les quatre cents coups)""",1959,88,4.0,259,1105;1914;1194;1127;1512,15;12,Rate interest thousand society. Through we character fly various color.,30244252,13242539
5866,Gung Ho,1986,103,3.2,38,1442;307;1340;1603;1590,14;12,Condition tree available alone operation eight tell.,49522188,248659353
5867,Happy People: A Year in the Taiga,2010,121,4.5,114,1640;1695;676;927;1408;1531;744;1730;399,1,Man our pattern she street research some coach. Care hundred direction son however choose. Push strategy speak model vote eye street. Us whether employee I.,10669550,24358643
5868,Caddyshack II,1988,138,1.5,388,1622;1555;796;552;1651;590;680;233;324;1282,14,East fill second majority must Congress. Else outside figure education. Baby standard never summer.,44947134,274836860
5869,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),1987,105,3.8,167,316;1923;346;313;24;1109;1975;1795;1345,13;12;10;17,Stock learn final drive off former. Physical exactly none player condition.,31084861,134391570
5870,"""Wind Rises, The (Kaze tachinu)""",2013,149,4.0,105,1580;835;1702;525;1385;550;1638,13;12;0,Itself edge president bank also. Lead easy general act provide.,3436355,6855403
5871,Watchmen,2009,149,4.0,67,249;429;1060;116;916;153;1144;1388;1807,5;12;7;10;8;6,Better movement traditional particular. Heavy story miss benefit. Increase level animal nation learn call see.,200000000,611138765
5872,Weird Science,1985,112,3.1,482,90;1875;1492;885;1167;1213;1633;1335;414,14;9;10,Hand her support field. Site catch boy mission smile.,8804705,46912481
5873,Bride of Chucky (Child's Play 4),1998,134,2.2,309,696;152;75;1947;787;1347;1738,14;3;8,Fast whatever sound note specific. Century happen measure consider program. Part talk range avoid water.,10344164,17536103
5874,"""Hunted, The""",1995,126,3.0,270,1062;1475;311;1262;288;144,5,Fear break player send. Stage change record page. Speech never message lay.,41608151,27069098
5875,Transporter 2,2005,107,3.2,195,1995;1192;1057;1496;773,5;15;8,Blue treat debate white. Improve company look. Decision job rule mouth nothing.,4625363,16464643
5876,"""Lucky One, The""",2012,113,4.0,7,1421;379;992;1038;764;1435;1014,12,View charge order though beautiful effect. Fall value party join discussion maintain research. Experience defense set probably.,38505885,159159753
5877,Germinal,1993,124,4.0,407,1536;117;502;863,12;0,Which person around name. Unit everything almost off growth rule skin. Kid forward hard try ahead education sing.,21574648,49424977
5878,Entourage,2015,121,2.0,333,1298;25;737;771;1225;682,14,Term gas tend field wish.,83986362,207132003
5879,"""Musketeer, The""",2001,109,1.5,333,1869;360;647;1283;70;1406;1190;785;1256,5;12;0,Far brother cold seat prepare still executive. Dinner else run pattern language special. Lot what particular guess.,68878115,264886394
5880,In China They Eat Dogs (I Kina spiser de hunde),1999,93,4.0,153,287;438;653;344,5;14,Along happy now partner. Level claim citizen force writer president.,111862823,284922178
5881,Robot Carnival (Roboto kânibauru),1987,125,4.0,280,1118;1258;1192;1382;1625;1685;3;1387;1978;1931;1123,13;14;12;9;10,Debate figure without far space personal. Week room center ability owner inside for. Yourself science four tell education bag pretty.,66096386,75980136
5882,Three Fugitives,1989,139,1.0,455,1555;1563;1062;1916;785;1561;63;1075;140;187;1811,5;14,One news husband indicate edge peace. Send information huge probably step difference memory.,16571990,0
5883,Georgy Girl,1966,100,4.0,458,942;203;578,14,Child matter car above computer effort. Structure case region side better. By term ago toward threat material population.,42585391,24776073
5884,They Came Together,2014,152,2.0,305,1872;1963;418;1441;819,14;0,Risk than develop address. Organization nearly better various happy she.,79342418,317382267
5885,"""Norte, El""",1984,122,3.5,13,1597;1993;847;1047;60;1039,12,Live mother early hit pressure name lot central. Mission join despite next leave.,31260366,6546927
5886,Othello,1995,139,3.5,332,1143;1356;1035;586;534;1601;1576;557,12,Collection us stop throw before. Bring only she remain although. In determine yourself. How product have civil.,35315533,100683116
5887,King Solomon's Mines,1937,153,2.5,107,275;1596;231;1721;406;355;883;1758;1618;1462,5;12;0;8,Long memory ready great administration lead such. Best sign kind possible course spend experience. Leader of nor reality describe. Shake try building huge thing forget good receive.,13177705,23862025
5888,Papillon,1973,126,3.9,363,1015;1748;853;435;1769;1144;1600;1951;458;1588,15;12,Name develop occur partner benefit determine. Mother let customer line. City join though contain. Couple large prove international economic.,9478765,16290222
5889,"""Lion in Winter, The""",1968,129,3.7,482,1464;1202;155;1400,12,Treatment particular worker it. Soon information believe leave garden wait main. Else thank former start know sure near.,17445263,69144022
5890,Memphis Belle,1990,89,3.1,472,112;1640;623;477;1049;1826;608;1430;492;95;1579,5;12;17,Which Mr daughter real like road. Page here across however.,74236851,222100193
5891,Magic in the Moonlight,2014,108,3.0,302,1167;1983;999;674;1963;1579;769;1049;1466;1611,14;12;0,Summer chance seem if. Smile south whose special within rest.,9583864,0
5892,"""Rescuers Down Under, The""",1990,104,3.5,133,240;1137;248;1138;1554,13;11,Interesting green resource institution. Ago require service we ground wall.,68831817,131872910
5893,Bad Asses on the Bayou,2015,143,2.5,491,134;1660;1076,5;14,Black pick western single prove. Nice current certain. Whether cost task personal week there author.,12995697,39775400
5894,"""Honey, We Shrunk Ourselves""",1997,105,3.5,434,571;947;340;1225;187;1461;1953;1418;1824;467,5;11;14;10,Value black tree compare beyond. Information finally unit. Fund avoid television brother poor look.,9197341,16916753
5895,Juwanna Mann,2002,106,1.5,53,326;1975;791;730,14,Amount recognize and type discussion agency ago. Sell notice force parent. Agent food increase even note through any. Budget return heavy relationship candidate.,5163771,8915394
5896,New York Stories,1989,122,3.1,316,633;793;15;444;117;268;1405;435;218;272,14;12,Line again talk site.,85871161,292409208
5897,Lost in Translation,2003,144,4.0,36,1080;232;917;1610;1538;34;631;363;1440;500,14;12;0,Situation kind everyone base.,49642481,124052545
5898,Raise the Red Lantern (Da hong deng long gao gao gua),1991,95,4.3,444,1011;1753;644;1077;1115,12,Generation day just discussion imagine compare four. Popular others wind back.,28060464,81240393
5899,Gossip,2000,149,2.4,282,1787;162;1091;650,12;8,Later that way trouble common hear. Crime military car long behavior while truth treat. Than live here eight.,47979698,185229229
